,1,2,3,4,5,6,7,8,9,10
CD14+ Monocytes,9.161026718063837,0.3263341215051484,-1.4491546720458242,-1.7757526923837652,-1.0116629705919484,-0.21001005053353575,-0.29682665265427466,-0.4582646531223112,-0.43100718040564356,-0.2775421176707687
CD8 T cells,-4.537284722009302,2.898339089615574,-0.03306200104522664,0.1396474433274916,-0.015628267916957626,-0.979598881689048,1.2749345805618313,-0.21230155984908675,-2.03827155170606,-0.3187084086822994
CD4 T cells,-4.527394394022377,2.6561191188072946,1.1772181047099757,-1.5396645564889564,0.8587364209352257,-1.1418118046315284,0.37248131145955976,-1.0957508335100095,0.5463696654560839,0.4317571949975351
CD14+ Monocytes,14.381133990720476,-1.6822459728074302,-0.7900346513445303,0.9384844824753062,0.37473539289401475,1.8162318943271698,-1.0360824965949689,0.6532775719960953,-0.948348918497946,-0.4225997404703955
CD4 T cells,-2.87129663961662,-1.6289977310977166,-2.0174572172565433,-0.48541903665197894,0.35585961973274094,-0.02983227901457401,0.44784451069694836,0.9313365744653345,0.4436262010121995,-0.6575162771602964
B cells,0.4145813613262824,-5.8549851407870035,2.3347152144732584,4.02554795838639,-2.2734194714624563,0.8280367754904487,0.9814162490651079,1.3933123744606604,-0.1546169584468924,-1.3961862643059704
B cells,-2.825543829605533,0.9094941468805471,5.3779822421226,0.3654340628347661,0.08363940039379557,-1.479487798083268,0.2834991484657656,-0.7067789529380839,0.3474158908706243,-0.7716955877902303
B cells,-0.7487937158995552,-4.160505843418531,4.846556826458587,2.3338432240888785,-1.274355883186855,-0.3283439675060868,-1.0942648064084144,0.8014832477999403,0.39187338419991613,-0.21955743023346808
CD4 T cells,-4.0510403440949165,2.148037835760524,1.737311764375575,-2.173933561175478,1.1112826977448156,0.32254777688746816,-0.2829567022169956,-1.0283637643472878,0.8846669327151222,-0.1277771732341879
CD14+ Monocytes,7.2848087558501895,0.9870992610999171,-1.7378739311043347,-3.733632765056216,-2.7576586847849436,-0.7135635760886719,-0.8274342322548254,1.7211732770162216,0.3895156736273361,-0.818726438500685
B cells,-1.3333531755956576,-1.8606681732111408,4.881934942160676,1.4928205837777209,-1.2131365479380904,0.6582393861991616,-0.3268658184550132,-0.1723266546450704,0.13103458150699876,-0.5319858897425493
CD4 T cells,-4.5935963684602354,0.8611268584308445,0.43679377176546946,-1.4974813629071464,0.9800537324752505,-1.5070234190278935,-0.7443495644099307,-0.8714977736773628,-1.0488424944387156,0.9921846936960151
CD4 T cells,-3.585005526742001,-2.1916459377621202,-0.47929278954112803,-1.0328657510780956,-0.6396869805629082,-0.45572278348013523,-0.29395348559318374,-1.2395552700248698,-0.638141099051611,0.2916306812909535
CD4 T cells,8.982638173662743,-5.32929060539887,-2.1491851428843174,2.50195379097227,2.4540761271843685,-0.05497409373590582,-0.4771217022712121,0.8198814686788406,-0.5473242339884611,0.28008141776305234
CD4 T cells,-3.396651014530558,-3.5788606640914677,-0.7186812149506102,-1.1094078943462955,-0.268734007172123,-1.4371812218216509,-0.6183419989605996,-1.0174318626442296,0.3017861091619678,0.016171633964046285
CD4 T cells,-2.7791255094807292,-1.5010056942816816,-1.3623571668224312,-0.8244139158509053,0.43301323635319383,-1.639582751871962,0.5312964089839449,-1.0575951641033177,0.37488942966373884,0.39998785696032924
FCGR3A+ Monocytes,9.283555708499273,-3.6182995446849615,-2.5152834068850276,2.083023839446516,5.285500506832332,-1.9385565280513215,-0.1539817577125635,0.005517025844175691,0.31715224165894573,0.07211480564482893
CD4 T cells,-3.9462393145913945,3.645366859756584,0.7092804087950828,-0.7416539814370281,0.8768262456354612,2.4598687403021358,0.3749682985828558,-0.459172787379736,-0.83886789306425,0.08617422835810308
B cells,-3.4439347754262073,2.631915677240232,4.964040315378381,0.16432554716932235,0.9280349508706789,-0.5001132374837691,-0.12889200540420873,-0.08475307814180853,0.2765569589337146,0.24672438252487333
CD14+ Monocytes,9.801750700622243,0.4843649185270073,-0.20926882471904937,-1.1481365499334848,-1.5268570555930523,1.45649925469807,-0.9756840301510727,-0.14497012164964043,-0.699039536915978,-0.48559297528501316
CD4 T cells,-2.8288027594274965,2.229585098501066,-0.30627651297671227,-0.651662774478245,0.6328099766563281,1.9213827050109695,1.4761801856210068,0.04516911405722858,-0.11868592244634027,-0.8892177629052807
CD14+ Monocytes,10.81925108965855,2.245259702048281,0.41382591609886255,-0.9901511531324233,-0.07616397734163828,1.7563162115715687,-0.02122109920653048,-0.9804391383626885,-0.11949723535257784,0.2589449552458079
CD4 T cells,-3.589650073679879,-1.9973056311144128,-1.2090876107475699,-0.9411736261906586,-0.1160817500545761,-1.8072531961556928,1.0507190092525391,-2.1528580701222473,0.9105120446645566,-1.275992848922198
CD14+ Monocytes,7.901483397111686,2.4678795551110406,-1.089057948804247,-2.7786855461525715,-2.3064375743167633,-1.02354549245359,-0.0968079248651321,-0.10610641585644587,1.1212274282038048,-0.2493205972529176
FCGR3A+ Monocytes,10.804140995564394,-0.14099982786959325,-0.5914214531374846,0.8391131063179285,4.048258959919607,2.0725873088941213,-0.0482286164471054,-0.33869210362581853,-0.8482753686374772,-0.4835728898011943
CD4 T cells,-3.624034964247959,-3.6662172479591253,-1.612906449067393,-0.7486914474501277,0.5080850394577893,-1.381961106197238,0.0694571092806584,0.06763826445443089,0.0035971669963456017,-0.2288956490526862
NK cells,-1.7796690035384275,1.1413242913296475,-2.38866024174407,3.7333137746333533,-1.1458193963481857,1.9548332047672794,-3.260588438045803,0.06581742631608493,0.14230198901691413,0.2507839964287751
CD8 T cells,-2.733217077317147,-0.4424340760483332,-1.9384013549812218,1.019934046970359,-0.5434346437505153,2.0387523746532237,0.0332385280127679,0.7807960971250759,-1.5907480900516682,-1.5762037688655175
CD8 T cells,-2.348069997231397,-2.728339950535231,-2.772015520092997,-0.0766357239949293,-0.3078437270751638,2.0818993693982613,0.5942910355590233,1.8171100902528967,0.07821999479544332,-1.4455311678472806
CD4 T cells,-3.59103701756754,-0.3833416960085301,0.019158554095232747,-1.8280296632242083,0.33499519745722944,1.1202407245080224,-0.9426745146568031,-0.5607383147595119,-0.8401946377262588,1.1905832441176225
CD4 T cells,-3.453619161159477,-1.778475171894588,-1.065903960033414,-1.8095931822521207,0.5146601938842063,0.09199985477247526,-1.7307248669320487,-0.5323993292455111,-0.893374178921957,0.8526019828829536
CD4 T cells,-4.041416084014512,-1.3776241602473935,-0.970220830812566,-1.4060030716935439,0.44950649061215725,-0.6293472716977399,-0.1777238196293587,1.2976253971367357,-0.3511374438318331,0.5635347237488691
CD4 T cells,-2.92682542283121,0.9560069783486047,0.1644473496247475,-0.7060987801813347,0.669484328511428,1.902286630526092,0.7101341127738471,-0.9267408362518337,0.05232420487560693,0.6929522858536032
CD4 T cells,-3.8973456677535623,-1.6186960850451126,0.14766676336380813,-1.2352425344172386,0.43242625325601436,2.1246937019612737,-0.4544249168296691,-2.142239303184055,0.7319394370612801,-0.24988372442006207
CD14+ Monocytes,8.826310669109832,2.501013362025789,-0.9786853525406661,-2.715652335745218,-1.2097828830897266,0.8281711790290752,-1.2175908506156632,0.6940630575426999,-0.133364198998572,-0.33819289155854004
CD4 T cells,-3.9441001859915974,-2.0749322287297955,-0.8120853569875158,-0.8398169793836698,-0.00885715799934059,-0.8579165028033704,-0.8667303620288057,0.09221616360594415,-0.7751780191486998,0.38687241663299116
FCGR3A+ Monocytes,9.663334999633912,-1.0613837156371182,-0.7461319083172682,0.7521458865664749,4.7127312664037575,1.148118305328732,-0.6984714084868862,0.0338010798377487,-0.12039427994856107,-0.6821255274878828
CD14+ Monocytes,1.375392652207132,6.214801261085723,1.6820263815441558,-2.526604738183269,2.0835805879782607,-1.106794169117933,0.7054361083026794,0.24043177071215852,-0.16256448592159353,0.08990378557905826
FCGR3A+ Monocytes,13.609366259441094,-3.172183672656503,-0.8099208378008524,2.138897778523181,3.4153047766324875,-0.9230088067251756,0.2295598966650752,-1.19350716193232,-0.19725444433364178,-0.7211722153236069
FCGR3A+ Monocytes,11.73528297660365,-1.9792699436644945,-2.1091007997686204,1.0456708382621045,4.151784932375835,-1.5992176271233716,-0.02835226965288728,0.4400584492759808,0.3075321814179337,-0.9675406380430532
CD4 T cells,-3.842830295200744,-1.4860057326676703,-0.14667393030353654,-1.5218903366152106,0.34254984926442356,-0.017316522522623303,-0.3239343651166334,-2.1403785077784048,-0.019791435851721596,-0.052692675762419906
CD4 T cells,-3.0896351561115143,-1.885412580454394,-0.9564687449562201,-1.068016899210546,-0.23525442971934,-1.0428912395015162,-0.06967638389359386,1.2869258063304962,-0.1973538280345627,0.1962012618876983
B cells,-1.2846725784639106,-2.8460559254827964,6.688701045276992,2.903694703602255,-0.7514778530011719,1.8549505834796824,0.10245535419068691,-1.6367296610024578,1.5866503459389556,-1.1044816335637413
CD14+ Monocytes,8.123159611634662,1.1892727743539815,0.011689112838458839,-2.2675418954480757,-2.0982165456547914,0.7898614137044215,-0.3865610867283986,0.06136711029136771,0.285934986719349,-0.36652857186234483
CD4 T cells,-3.0392247504928496,-3.4691239762115798,-1.463612968935795,-0.48093393254087147,-0.782696084671725,0.2350406654168936,0.20058581591861882,1.0903095918375838,0.5372413935474778,-0.1118555855858229
CD14+ Monocytes,12.078083702455237,-2.7905661088846316,0.46882298794163074,0.8592561363920938,-0.9629343185065563,-0.560303255356982,0.34895669461114603,-0.08526084857402359,-0.581854479791772,1.6898241729615375
CD14+ Monocytes,15.588637355583508,-2.289655179042727,-1.0035550979939414,2.2894269022669422,-2.5228538055464105,0.5378019198615792,-0.6703542897466499,-0.2093692297929611,0.19464611944805005,1.5487680161242527
CD4 T cells,-3.785716360500587,-2.142666043729735,-0.9643933762631279,-0.8779869707249509,0.0705119626986484,-1.0838277657240338,-0.35812545648290445,-0.19096798136374674,-0.4313017561665108,0.06997012286482879
CD4 T cells,-4.117782064974462,-2.0941187171048523,-0.38082887016758554,-1.7651573103544755,0.9425123351877877,-1.858652596694259,-1.4079386047247082,-0.675055640504543,-0.8010789512147921,0.81217632919317
NK cells,-2.4440010055766104,5.928234172561608,-1.3030474724132928,3.6703668883099585,0.4502023624855057,-0.7746184254031857,-1.197656149093527,-0.14892102015551567,1.0925720393661311,0.8747647353861088
FCGR3A+ Monocytes,6.2834548736717055,2.3653349733473936,-0.5615519904693231,-0.16340268898329205,4.427613920340089,-0.01986518033865911,0.10745948474965346,0.5124661577475723,0.3736642938974551,-0.7809464919853266
CD4 T cells,-3.922703773407621,-0.9749955665433808,-1.4309875209658567,-1.287705857242943,0.6268362137026474,0.3768060964852471,-0.5616246506954253,0.29538419538080046,-0.41480720005298,0.6709698745968683
FCGR3A+ Monocytes,12.786627801298492,-1.834575046813459,-0.9225550988796489,2.6067221015263455,4.426150962129213,2.002249417037977,-0.35037153603073545,-0.8970128280324087,-0.32151795274509104,0.470330183167463
CD4 T cells,-2.995388627423575,-0.6732882931262685,-0.5036575197251498,-0.7822564591531403,0.36473770800629113,-0.32224271165717683,0.8945414699742859,1.1668432290856074,-0.04643380345868543,0.31465178479358036
CD4 T cells,-2.7259531482155115,-2.3733445009845284,-1.8936520561058976,-1.357489931339049,-0.011250592530584153,-0.18643647951750372,0.24526413378739917,0.6175816072645286,0.3607996390302067,-0.09003834756377008
CD4 T cells,-3.470506369315781,-2.4737849629200896,-0.7721841854928585,-1.1623157177130512,0.009873798242203774,0.4109978931486025,-1.3263809482457896,-0.7183997694287234,-0.6622029948741065,-0.07605349297680629
CD4 T cells,-2.5469371901996007,-2.6061836511309338,-1.905071593241834,-1.2784266696867876,0.6103914761270225,0.06805081726291073,0.6054815916796933,0.7972818877119267,1.2045203879873696,-0.46293477431845514
CD4 T cells,-2.828776394902771,-1.5490672999249446,-1.3631584844233082,-1.5300727960448295,-0.15944578315902894,2.6717874048754418,0.05494505149763905,-0.6354389827612811,0.7617188433810286,-0.6651520769413265
NK cells,-1.5325885106041306,5.258682976404242,-3.49622485457742,6.061722752152701,-1.5946689683500141,-0.6353874200246934,-1.7909005829819595,-0.025630969930360237,1.384617286312828,0.5520136450571472
CD4 T cells,-3.063670936235482,1.2668821759643127,0.1723744363891565,-0.8618401412662682,1.3752367376703123,0.8184591898757869,0.5217609758551741,-0.15385665409653557,1.2081400769507118,-0.1480232750524214
NK cells,-1.3829862313249945,3.959373753187399,-3.9157358401514495,5.396414860925544,-1.2575158509225828,-0.48106904572813874,-1.357106669789429,0.37410190364749146,1.3217127724619095,-0.15083650690494246
CD4 T cells,-3.3678508454398823,-2.0945744008369056,-0.7092276734191862,-1.678189876042289,-0.33317918835839005,0.4050601653348051,-1.1505149719611119,-0.3455034656164469,0.24423359136046074,0.027769327726933978
B cells,-1.8516552419235353,-1.4493884865206046,3.8229754605521826,0.5674488729370387,-0.012901752502290028,-1.5372664231269886,-0.18648628055473293,0.6516228370745505,-0.32311508007872314,-0.5165981868039804
CD4 T cells,-3.586683920198548,-0.04596979222184766,0.03172117061963711,-1.2494244080634915,0.34746136930538185,-0.5177525711583614,1.5351979914138072,-0.5222526959128141,0.848679680775294,-0.2617697435631405
CD4 T cells,-2.717403156505836,0.35887940071352514,-0.7909356143807402,-0.38466245604872623,0.8514548040977709,0.08003715883622967,1.1722476776426627,0.30034985402177494,0.6397418310356265,0.41098151059823285
CD4 T cells,-3.519275798673891,-1.9747867581232024,-1.3816950922777547,-0.49841909887263935,-0.010760030206694861,-0.7776395868937516,-0.03676466871097324,-0.7215777803724963,-0.09076822954941019,0.26786170204573256
CD14+ Monocytes,8.044237160452772,0.9205500150931246,-0.40005919793947414,-1.6977809463358433,-1.5070437544289121,-1.3592225798289375,-0.8755870421588743,0.7137054980819147,-0.48781474652809215,0.20985930125983093
CD14+ Monocytes,6.993826945407705,2.2487749098838354,0.30827159740646215,-1.8839886540500619,-1.4894136040840409,1.8997654516035147,0.28241622658816096,-0.22636635779210246,-0.203234621118274,-0.44178227104132795
CD8 T cells,-2.875733828600595,0.7352859735910323,-1.5681908434156582,0.4694889979930811,-0.372895134413177,-0.3080446210763719,0.698906235542045,2.1811493276622516,-0.3048217661912538,-0.7754944461112905
CD14+ Monocytes,4.9584651534094615,4.370617296636476,1.495860666673355,-1.8608458684809337,0.7295815162249037,-0.30457041041079924,-0.08767918177201092,1.403519014317868,-0.5135136991650727,-0.05585475819327277
CD4 T cells,-2.5163209368258035,-0.2913410506056972,-0.44026320792914114,-0.5947847056961436,0.16757782853374045,1.4561262076431831,0.07766123809409255,-0.5183288079471481,-0.19707513321609196,-0.1857642940849426
CD14+ Monocytes,7.035974050477949,1.0829311076766113,-0.12471046130551708,-2.0721140851702424,-2.93893557791732,-1.2821796961724403,-0.20646765210557702,-0.4980921025865473,0.27653493914538124,-0.6112025289779646
B cells,-0.5889418351726096,-2.230474521573788,2.2660603023672605,0.6313380738754136,-0.4470856675793082,0.05469053859425591,0.9177112723310571,0.9335629329480175,1.867426581644348,-0.8229431543554301
CD4 T cells,-4.629336710963061,-0.11196991236273297,0.2214978817061703,-1.4966483870585379,0.6835815936396792,-0.5623993400225235,-0.8980969921998877,-0.5879719005296781,-0.2014266688996757,0.8777089274659826
CD4 T cells,-4.277346000281953,4.1587920222826735,1.0127775530264607,-0.9438009407005444,1.3905871686722098,2.031771515747977,0.6306277377900642,-0.613544605057252,0.27018575424436647,1.1432708167381442
B cells,-1.940034047461374,0.37147458531546657,5.6871924240035225,1.7309681446754934,0.26143670814191583,-0.21493747275224137,0.4262913669486758,0.34494546852301505,1.363015743073719,-0.8819655658299148
B cells,-2.3052012468578122,3.607793026846264,6.004598088310498,1.6659541462572647,0.38898652287281826,-0.1132963960275469,0.7387931287188503,-0.1213379848609766,0.7218927812502252,-0.7084953087029079
CD4 T cells,-3.7880880938227466,-1.592918079474197,0.4074621968823387,-1.885110314022269,-0.11601639130504422,-1.0134388767993092,-1.2017967112312629,-0.6350701987376727,-0.05696352337590348,-0.11314100468858584
CD14+ Monocytes,8.078210090140537,2.2921602082537396,-1.337720246252657,-2.4688673611876233,-0.7645952575018522,-1.2088283048192114,-0.5358468118662179,0.7061547434634495,-0.1269951687215761,-0.2124158170930992
B cells,-2.356147683143207,0.5870006524358143,4.711962890872585,0.4865950071467658,0.264542572723017,-0.013810569459838301,-0.7306590975524566,0.8727292110331125,-0.5730094052624709,-0.016437653631357203
B cells,-3.247902277523139,2.3119784463836575,4.843141313880151,0.7231553400547233,0.8481176744925019,-0.45693729269345,-0.01699871017127995,0.7427553806322706,0.20016923896751176,-0.06289654406286511
CD14+ Monocytes,10.835000258377388,-0.23001020398547123,-0.2576838652119263,-0.7155476418930702,-0.8888429282938746,-0.19021661355633668,-0.3172614150286944,-0.675692691021365,-0.17533724528998615,0.13548463563054136
CD14+ Monocytes,11.580002126240625,-2.4634446923396527,0.7750022133358685,1.194504830604721,-2.2151861381946523,-1.9086674655971374,0.01962635503486375,0.806455552621464,-1.1248251004235845,1.2845889348538735
CD4 T cells,-4.482784883925152,-0.02974349823537495,0.5364442646648779,-1.490256949317273,0.6301935611092451,0.30542397093459234,-0.6156171021408827,-3.1125753852057594,-0.2034760575102501,0.2462448963504444
CD14+ Monocytes,11.605874425191796,-1.729555211689888,-0.742270334138432,-0.34151082836127883,-1.553096614781913,-0.4844808382432526,-0.439305468768291,0.12852085861587226,-1.376402812499722,0.02145248331303861
CD14+ Monocytes,10.405019042003186,0.02990577137331588,-0.9784867616074843,-1.2017951066322918,-1.7310187482121344,-0.8504541114011016,0.47764262084807285,0.23603612393505502,-0.06060735387156729,0.004633820857148476
Dendritic cells,8.230105516118181,-0.9277043273872623,2.109873338223928,-0.022972685446616375,-3.6494174317229464,0.9908382834614181,0.23312315528015184,0.7783118702662235,-1.2714752698298444,2.237213720629849
NK cells,-1.318077974910212,4.332004855596802,-4.433953686294872,6.8014527125930835,-1.1024299927959915,-1.2664599592181673,-3.0444478214510777,0.865199381680441,0.4602956122308596,-0.2460964707732655
CD14+ Monocytes,0.9218689606887558,5.891497421315462,2.0547191745683175,-2.1585666403243717,0.8626158561269425,0.29277154074417433,0.07988386522133635,0.019049155673079656,-0.3598821691284392,0.7051938947655634
CD4 T cells,-3.055798303557668,-1.5413770939823082,-2.251245508741568,-0.3109085742611799,-0.2088359820942184,1.6417195328368608,0.9278412351106803,0.45874600749972266,-0.949541676138823,-0.34137215000910537
CD8 T cells,-3.276173630679166,2.5849454015059257,-2.854130743713153,4.020360964787154,-0.8080132317342246,-2.426258226337453,0.4818007324678041,-0.5499427006597459,-0.4983009676998818,-0.542306324531049
NK cells,-2.4484551894013005,4.322519934349519,-1.8342108909054113,3.0479487366812,-0.46313624401832576,1.0514904446513798,-1.5814838773321114,0.9367205896111293,0.18449911845046735,0.6353726858100884
B cells,-1.5945165419610592,-3.866621619363266,2.8582584923888645,1.0027195388710008,-1.0958545819906647,-0.8178456183186457,0.04666288514647176,1.136493514641766,1.9236014893979008,-1.6580002977780213
CD8 T cells,-4.027583059264687,5.042111720327656,0.30841411068014773,0.2714246670867317,0.8727380168876155,1.3338528640337093,0.46268576881349455,-0.9795042728019087,-1.4047594353306296,0.40811526524790037
B cells,-0.04661410208707494,-6.81647483787257,4.043171158805105,3.064983672269565,-2.222848679436999,1.194495535570128,-0.3068413116826813,-0.22697262792240544,2.323343664967284,-1.0261263494451192
CD4 T cells,-3.2829259635255092,-1.5238076812843513,-0.3196178262758077,-1.8386525889583858,0.35072031548313565,1.6932712913090302,-1.5598854420139363,-1.359988378771751,-0.8729556111121413,0.4300958718116275
Dendritic cells,11.504760459085452,-6.848666089264034,4.039354424027286,5.377391948784248,-3.7766844961657533,2.552036479164967,0.5017349202530597,-0.3655638452875736,-1.3504255079677343,4.572663738328243
CD14+ Monocytes,5.960990025380932,3.6444966831453223,1.1693150528365448,-2.2735518839024533,0.5245136120763852,1.2587869589440268,-0.46948155657622437,0.09802516589428795,-0.5486331258937492,0.11232178708698662
CD4 T cells,-3.3790804626951743,-0.909423076768501,-0.8982919658339724,-1.629920276223767,1.1360255116678495,2.360222249868462,-1.1453987162371446,0.7645131804399744,0.28625050859375595,0.16945090270319915
CD4 T cells,-3.056023279406713,3.9112496508900394,1.0615505800950034,0.3033673149696409,0.4235412456372806,2.153900150084881,0.1587879309672369,-0.09927582258251663,-1.4147479183703773,0.8750198082735897
CD4 T cells,-2.3955175350653763,1.388013705232917,-0.13773557545469572,-0.2351233630172872,0.5422921320969484,0.17481034992095643,2.5569647622386094,0.37491433494790866,0.5249884803763352,-0.326805994130667
CD14+ Monocytes,3.1230375196573665,4.33507208061519,0.8584859713299274,-2.2694025426626383,1.3786989434478076,-1.7905791875913244,0.4104905233559195,1.36705123746399,-0.22179237949226505,-0.4990158634214263
FCGR3A+ Monocytes,6.750487538346602,1.6427548894086417,1.3488679156453982,1.2690621495305194,2.2233672847219097,1.836713865365453,-0.23900931942959147,-0.5463562528486547,-1.0550072015323364,-0.48331107881586255
CD4 T cells,-4.485206373469742,-3.8533490906884182,-0.6713366679722091,-1.3922753686179554,-0.0927481663581161,-1.5515388266531043,-1.8422144091769412,0.1579166776047561,-1.3870368706471918,0.3768729435540699
B cells,-2.2602838299910206,-0.20141670635576517,6.085736567824872,1.060846730694274,-0.047538974176973454,-0.11415052007307193,-0.2732256329653686,1.5145155267439863,0.02828924298116433,-0.7545650214241725
FCGR3A+ Monocytes,11.402539450454888,-0.5579229924187132,-1.1757815214657783,0.8578165782541912,3.9079165401013376,1.9419662560547941,-1.1704146470284982,0.9632441848765474,0.298649326862546,-1.1318053501341854
CD4 T cells,-4.093767117965348,-1.032273793143673,-1.1714631438656906,-1.1346406032156517,0.4605820141885979,-2.2614794905977313,-0.09290008306168794,0.32456847485512474,-1.7832345699191143,0.3316728563539163
CD8 T cells,-2.1616267114208,2.5645093699930266,-2.020179962917026,2.715610321904552,-0.43143559694119793,0.8797888528841769,1.5149293699713224,0.11426251836039901,-1.9334793878210546,-0.30815792219377625
CD14+ Monocytes,6.018567424151148,3.000655949591558,0.26711896208848607,-2.0920006599734253,-0.7487676422780712,-0.4320050236936299,-0.20770313776228114,0.4707147657298438,0.6316158962485307,-0.5156383840984465
B cells,-2.0654887442502967,-1.5447001357042582,5.529773424166779,1.1950799158388734,-0.07565295926124634,-0.690815863679898,-0.33947725148330377,0.8206605695853347,-0.4375560517799064,-0.14050516561356438
CD8 T cells,-3.3285243404429807,-0.8363033015377361,-3.0274596062093773,1.4846266111678583,-1.209524546726303,-0.4190331692889024,0.18683522272693834,0.8259666189091719,-1.6377960994470027,-0.875679735137425
CD4 T cells,-3.429933400457653,-2.8561983013056587,-0.8463251343290557,-1.778084618006231,0.10031507482990058,-1.3535452463898097,-0.9543341426214943,1.6026089329381117,-0.9300928500140156,0.23608497005496595
CD4 T cells,-4.87452608856584,2.9981425290640322,1.2793210961060995,-2.0378043638809253,1.1160835410364998,-0.6663361227012574,-0.20995340076811583,-2.141032229434022,-0.8102984459987171,1.0247385098259123
CD14+ Monocytes,7.1260580469702015,3.427776938272405,0.5994713398392871,-2.2074781544714948,-1.6219457053684199,1.4813723039024902,-0.7203843719056942,0.1006543592087129,-0.04425922691518,-0.5901662337867575
B cells,-3.6919221677668776,3.7076308754432286,5.057301990346348,0.2125257941186127,0.7712241078785929,1.1387566298761354,0.06957051370074559,-0.0006634533031911305,-0.3065160853513378,-0.7755454811640152
NK cells,-2.542354309979014,5.188883682919041,-2.949619625137591,5.308021592623444,-0.5468855896599812,-0.5435507872177442,-2.2790912928275127,0.219620649912989,0.6154635093763593,0.1108419159119472
CD4 T cells,-3.2829429236374943,-3.9399150993105367,-2.2017486912224675,-0.9877442882120695,-0.46618398863999283,-0.4931705024950849,0.4902373303585552,0.6941964560486129,0.3581064123539892,-0.3913578357244211
CD4 T cells,-3.9614105515745863,0.9060099709509654,0.17963554108278676,-1.2758265032220524,0.758537157693192,-0.9754053277182347,0.39596742272749197,-0.33284793693967085,-0.5169547396729448,1.2704999237381516
CD4 T cells,-3.593253880059019,-3.365226825771705,-0.9062477958565923,-0.6775231660546,-0.48614970465018775,-0.2058823815368397,-1.0534013590896705,-0.1301037622687667,-0.5785267541642876,0.1073667807742904
CD4 T cells,-3.484453756092599,-3.142864309093408,-1.0699235094497053,-1.2621240156028948,-0.33859498661388376,-1.9875701705639097,-0.3893921449290809,-0.17373788392862527,-0.04504904222082071,0.07086884703861268
CD8 T cells,-3.394224691145552,1.317918232794015,-1.7746155311219165,2.450373438566563,-0.7861098744921989,-1.3645394949628724,1.0694121832762757,-1.2287147777172125,-1.535015094188673,0.45572366001634024
B cells,-1.6953109697597768,-0.3890800869064528,5.080249717809327,0.5874267758646632,-0.517533361096528,0.3765980927072668,-0.6641419851198259,0.6805751773784601,0.17278616515238832,-0.3423937623189482
FCGR3A+ Monocytes,7.585824343547508,-0.24203056856062263,-0.03304426022466457,-1.1735793280590459,1.8362179028509007,-1.2590101504109594,0.3557112505336737,0.5264825060562884,-0.08759787818632545,-1.0398356205686223
CD4 T cells,-2.362513175930218,-3.5239246374981668,-2.7891884448215083,0.6089559334004732,-1.3413030724048298,-0.7800202856005333,0.7903916457919469,0.7777695807716298,-0.41808810227234355,-0.4882834342874997
